season,leagueName,teamName,total_games,won,drawn,lost,ht_won,ht_drawn,ht_lost,ht_ft_won,GF,GA,GD,points_per_game,GF_per_game,xG_per_game,GF_to_xG_per_game,GA_per_game,GD_per_game,shots_per_game,shotsOnTarget_per_game,corners_per_game,win_ratio,drawn_ratio,loss_ratio,ht_win_ratio,ht_drawn_ratio,ht_lost_ratio,ht_ft_win_ratio
2014,"Premier League","Newcastle United",38,10,9,19,6,17,15,3,40,63,-23,1.03,1.05,1.06,0.99,1.66,-0.6053,12.32,3.76,5.84,0.2632,0.2368,0.5000,0.16,0.45,0.39,0.08
2018,"Premier League",Southampton,38,9,12,17,10,15,13,5,45,65,-20,1.03,1.18,1.31,0.91,1.71,-0.5263,12.76,4.26,5.08,0.2368,0.3158,0.4474,0.26,0.39,0.34,0.13
2019,"Premier League","West Ham",38,10,9,19,11,17,10,7,49,62,-13,1.03,1.29,1.29,1,1.63,-0.3421,11.05,4.29,5.00,0.2632,0.2368,0.5000,0.29,0.45,0.26,0.18
2020,"Premier League",Burnley,38,10,9,19,8,15,15,7,33,55,-22,1.03,0.87,1,0.87,1.45,-0.5789,10.11,3.42,4.53,0.2632,0.2368,0.5000,0.21,0.39,0.39,0.18
2015,"Serie A",Udinese,38,10,9,19,11,13,14,6,35,60,-25,1.03,0.92,1.22,0.76,1.58,-0.6579,11.68,3.84,5.05,0.2632,0.2368,0.5000,0.29,0.34,0.37,0.16
2015,"Serie A",Palermo,38,10,9,19,9,14,15,7,38,65,-27,1.03,1.00,0.96,1.04,1.71,-0.7105,10.82,3.24,4.32,0.2632,0.2368,0.5000,0.24,0.37,0.39,0.18
2017,"Serie A",Cagliari,38,11,6,21,7,18,13,6,33,61,-28,1.03,0.87,1.01,0.86,1.61,-0.7368,9.97,3.18,4.71,0.2895,0.1579,0.5526,0.18,0.47,0.34,0.16
2017,"Serie A",Bologna,38,11,6,21,9,19,10,4,40,52,-12,1.03,1.05,0.95,1.11,1.37,-0.3158,9.34,3.26,3.97,0.2895,0.1579,0.5526,0.24,0.50,0.26,0.11
2019,"Serie A",Genoa,38,10,9,19,10,15,13,7,47,73,-26,1.03,1.24,1.31,0.94,1.92,-0.6842,11.53,4.08,4.39,0.2632,0.2368,0.5000,0.26,0.39,0.34,0.18
2020,"Serie A",Spezia,38,9,12,17,7,24,7,3,52,72,-20,1.03,1.37,1.26,1.09,1.89,-0.5263,10.26,3.58,3.95,0.2368,0.3158,0.4474,0.18,0.63,0.18,0.08
2014,Bundesliga,"Hamburger SV",34,9,8,17,8,14,12,7,25,50,-25,1.03,0.74,0.97,0.76,1.47,-0.7353,10.82,3.32,3.65,0.2647,0.2353,0.5000,0.24,0.41,0.35,0.21
2014,Bundesliga,"Hertha Berlin",34,9,8,17,7,17,10,4,36,52,-16,1.03,1.06,0.96,1.1,1.53,-0.4706,8.79,3.18,3.85,0.2647,0.2353,0.5000,0.21,0.50,0.29,0.12
2020,Bundesliga,"Arminia Bielefeld",34,9,8,17,4,20,10,3,26,52,-26,1.03,0.76,0.92,0.83,1.53,-0.7647,9.82,3.00,3.47,0.2647,0.2353,0.5000,0.12,0.59,0.29,0.09
2020,Bundesliga,"Hertha Berlin",34,8,11,15,7,14,13,5,41,52,-11,1.03,1.21,1.2,1.01,1.53,-0.3235,11.26,4.44,4.47,0.2353,0.3235,0.4412,0.21,0.41,0.38,0.15
2015,"La Liga","Sporting Gijon",38,10,9,19,9,16,13,6,40,62,-22,1.03,1.05,1.12,0.94,1.63,-0.5789,9.79,3.18,4.39,0.2632,0.2368,0.5000,0.24,0.42,0.34,0.16
2014,"Premier League","Aston Villa",38,10,8,20,13,10,15,8,31,57,-26,1.00,0.82,0.87,0.94,1.50,-0.6842,10.97,3.29,4.50,0.2632,0.2105,0.5263,0.34,0.26,0.39,0.21
2014,"Premier League",Sunderland,38,7,17,14,5,25,8,4,31,53,-22,1.00,0.82,0.99,0.83,1.39,-0.5789,10.74,3.42,4.87,0.1842,0.4474,0.3684,0.13,0.66,0.21,0.11
2015,"Serie A",Carpi,38,9,11,18,6,17,15,5,37,57,-20,1.00,0.97,1.14,0.85,1.50,-0.5263,11.32,3.53,4.68,0.2368,0.2895,0.4737,0.16,0.45,0.39,0.13
2017,"Serie A","SPAL 2013",38,8,14,16,9,13,16,4,39,59,-20,1.00,1.03,0.91,1.13,1.55,-0.5263,9.82,3.08,4.61,0.2105,0.3684,0.4211,0.24,0.34,0.42,0.11
2018,"Serie A",Genoa,38,8,14,16,7,17,14,5,39,57,-18,1.00,1.03,1.17,0.88,1.50,-0.4737,14.03,4.00,4.89,0.2105,0.3684,0.4211,0.18,0.45,0.37,0.13
2018,"Serie A",Empoli,38,10,8,20,8,15,15,5,51,70,-19,1.00,1.34,1.37,0.98,1.84,-0.5000,12.05,4.05,4.95,0.2632,0.2105,0.5263,0.21,0.39,0.39,0.13
2014,Bundesliga,Freiburg,34,7,13,14,8,12,14,3,36,47,-11,1.00,1.06,1.14,0.93,1.38,-0.3235,11.35,4.56,4.53,0.2059,0.3824,0.4118,0.24,0.35,0.41,0.09
2015,"La Liga","Rayo Vallecano",38,9,11,18,13,11,14,8,52,73,-21,1.00,1.37,1.38,1,1.92,-0.5526,13.21,4.71,5.97,0.2368,0.2895,0.4737,0.34,0.29,0.37,0.21
2020,"La Liga",Alaves,38,9,11,18,10,17,11,5,36,57,-21,1.00,0.95,1.03,0.92,1.50,-0.5526,9.16,2.74,3.74,0.2368,0.2895,0.4737,0.26,0.45,0.29,0.13
2020,"La Liga",Getafe,38,9,11,18,4,21,13,4,28,43,-15,1.00,0.74,0.94,0.79,1.13,-0.3947,9.53,2.82,3.76,0.2368,0.2895,0.4737,0.11,0.55,0.34,0.11
2017,"Ligue 1",Strasbourg,38,9,11,18,7,18,13,4,44,67,-23,1.00,1.16,1.14,1.02,1.76,-0.6053,11.87,3.53,4.82,0.2368,0.2895,0.4737,0.18,0.47,0.34,0.11
2017,"Ligue 1",Caen,38,10,8,20,5,20,13,5,27,52,-25,1.00,0.71,1.08,0.66,1.37,-0.6579,12.05,3.39,5.32,0.2632,0.2105,0.5263,0.13,0.53,0.34,0.13
2017,"Ligue 1",Lille,38,10,8,20,7,13,18,5,41,67,-26,1.00,1.08,0.95,1.13,1.76,-0.6842,11.26,3.68,4.50,0.2632,0.2105,0.5263,0.18,0.34,0.47,0.13
2018,"Ligue 1",Toulouse,38,8,14,16,7,17,14,5,35,57,-22,1.00,0.92,1.12,0.82,1.50,-0.5789,11.42,3.50,4.18,0.2105,0.3684,0.4211,0.18,0.45,0.37,0.13
2018,"Ligue 1",Amiens,38,9,11,18,7,20,11,5,31,52,-21,1.00,0.82,0.91,0.9,1.37,-0.5526,10.18,3.08,3.58,0.2368,0.2895,0.4737,0.18,0.53,0.29,0.13
2014,"La Liga",Levante,38,9,10,19,6,14,18,5,34,67,-33,0.97,0.89,0.93,0.96,1.76,-0.8684,10.63,2.71,4.71,0.2368,0.2632,0.5000,0.16,0.37,0.47,0.13
2014,"La Liga",Getafe,38,10,7,21,6,17,15,6,33,64,-31,0.97,0.87,0.89,0.97,1.68,-0.8158,11.08,3.82,4.79,0.2632,0.1842,0.5526,0.16,0.45,0.39,0.16
2018,"La Liga",Girona,38,9,10,19,11,19,8,5,37,53,-16,0.97,0.97,1.13,0.86,1.39,-0.4211,10.55,3.89,3.58,0.2368,0.2632,0.5000,0.29,0.50,0.21,0.13
2019,"La Liga","Celta Vigo",38,7,16,15,6,22,10,3,37,49,-12,0.97,0.97,1.06,0.91,1.29,-0.3158,9.68,3.79,4.63,0.1842,0.4211,0.3947,0.16,0.58,0.26,0.08
2015,"Ligue 1","GFC Ajaccio",38,8,13,17,9,13,16,6,37,58,-21,0.97,0.97,0.86,1.14,1.53,-0.5526,11.61,3.18,4.03,0.2105,0.3421,0.4474,0.24,0.34,0.42,0.16
2016,"Ligue 1",Caen,38,10,7,21,6,19,13,4,36,65,-29,0.97,0.95,1.19,0.8,1.71,-0.7632,12.18,3.66,4.45,0.2632,0.1842,0.5526,0.16,0.50,0.34,0.11
2016,"Ligue 1",Dijon,38,8,13,17,11,21,6,4,46,58,-12,0.97,1.21,1.02,1.19,1.53,-0.3158,11.24,4.11,4.53,0.2105,0.3421,0.4474,0.29,0.55,0.16,0.11
2014,"Ligue 1","Evian Thonon Gaillard",38,11,4,23,7,15,16,5,41,62,-21,0.97,1.08,0.89,1.21,1.63,-0.5526,8.76,2.76,4.00,0.2895,0.1053,0.6053,0.18,0.39,0.42,0.13
2017,"Ligue 1",Toulouse,38,9,10,19,7,21,10,5,38,54,-16,0.97,1.00,1.14,0.88,1.42,-0.4211,11.39,3.89,4.68,0.2368,0.2632,0.5000,0.18,0.55,0.26,0.13
2015,"Premier League","Newcastle United",38,9,10,19,8,14,16,6,44,65,-21,0.97,1.16,0.99,1.17,1.71,-0.5526,10.45,3.97,4.16,0.2368,0.2632,0.5000,0.21,0.37,0.42,0.16
2017,"Premier League",Huddersfield,38,9,10,19,8,19,11,6,28,58,-30,0.97,0.74,0.85,0.87,1.53,-0.7895,9.47,2.89,4.34,0.2368,0.2632,0.5000,0.21,0.50,0.29,0.16
2014,"Serie A",Atalanta,38,7,16,15,6,21,11,4,38,57,-19,0.97,1.00,1.08,0.93,1.50,-0.5000,12.13,3.45,5.08,0.1842,0.4211,0.3947,0.16,0.55,0.29,0.11
2020,"Serie A",Torino,38,7,16,15,8,16,14,2,50,69,-19,0.97,1.32,1.31,1.01,1.82,-0.5000,12.08,4.00,4.50,0.1842,0.4211,0.3947,0.21,0.42,0.37,0.05
2020,"Serie A",Cagliari,38,9,10,19,6,18,14,3,43,59,-16,0.97,1.13,1.2,0.94,1.55,-0.4211,11.32,3.47,4.47,0.2368,0.2632,0.5000,0.16,0.47,0.37,0.08
2015,Bundesliga,"VfB Stuttgart",34,9,6,19,7,12,15,4,50,75,-25,0.97,1.47,1.7,0.87,2.21,-0.7353,14.65,5.53,6.59,0.2647,0.1765,0.5588,0.21,0.35,0.44,0.12
2017,Bundesliga,Wolfsburg,34,6,15,13,10,13,11,4,36,48,-12,0.97,1.06,0.94,1.12,1.41,-0.3529,10.29,3.47,3.85,0.1765,0.4412,0.3824,0.29,0.38,0.32,0.12
2018,Bundesliga,"Schalke 04",34,8,9,17,5,15,14,5,37,55,-18,0.97,1.09,1.37,0.79,1.62,-0.5294,12.26,3.88,4.56,0.2353,0.2647,0.5000,0.15,0.44,0.41,0.15
2020,Bundesliga,"FC Cologne",34,8,9,17,6,18,10,4,34,60,-26,0.97,1.00,1.17,0.86,1.76,-0.7647,10.65,3.18,3.97,0.2353,0.2647,0.5000,0.18,0.53,0.29,0.12
2019,"Ligue 1",Nimes,28,7,6,15,5,11,12,4,29,44,-15,0.96,1.04,1.08,0.96,1.57,-0.5357,12.64,3.82,5.11,0.2500,0.2143,0.5357,0.18,0.39,0.43,0.14
2016,"La Liga","Deportivo La Coruna",38,8,12,18,11,16,11,6,43,61,-18,0.95,1.13,1.08,1.05,1.61,-0.4737,12.11,3.82,5.05,0.2105,0.3158,0.4737,0.29,0.42,0.29,0.16
2019,"La Liga",Leganes,38,8,12,18,7,18,13,4,30,51,-21,0.95,0.79,1.02,0.77,1.34,-0.5526,11.32,3.92,4.13,0.2105,0.3158,0.4737,0.18,0.47,0.34,0.11
2020,"La Liga",Elche,38,8,12,18,10,11,17,6,34,55,-21,0.95,0.89,0.8,1.12,1.45,-0.5526,7.05,2.37,3.63,0.2105,0.3158,0.4737,0.26,0.29,0.45,0.16
2016,"Ligue 1",Lorient,38,10,6,22,3,15,20,2,44,70,-26,0.95,1.16,1.17,0.99,1.84,-0.6842,11.24,3.87,4.97,0.2632,0.1579,0.5789,0.08,0.39,0.53,0.05
2018,"Ligue 1",Monaco,38,8,12,18,7,13,18,4,38,57,-19,0.95,1.00,1.22,0.82,1.50,-0.5000,12.32,4.18,5.13,0.2105,0.3158,0.4737,0.18,0.34,0.47,0.11
2017,"Premier League",Southampton,38,7,15,16,9,15,14,3,37,56,-19,0.95,0.97,1.1,0.88,1.47,-0.5000,11.79,3.82,5.97,0.1842,0.3947,0.4211,0.24,0.39,0.37,0.08
2018,"Premier League",Brighton,38,9,9,20,7,13,18,5,35,60,-25,0.95,0.92,0.97,0.95,1.58,-0.6579,9.76,2.84,4.11,0.2368,0.2368,0.5263,0.18,0.34,0.47,0.13
2016,"Serie A",Genoa,38,9,9,20,6,18,14,4,38,64,-26,0.95,1.00,1.19,0.84,1.68,-0.6842,11.76,3.89,5.05,0.2368,0.2368,0.5263,0.16,0.47,0.37,0.11
2015,"La Liga",Getafe,38,9,9,20,6,13,19,5,37,67,-30,0.95,0.97,1.1,0.89,1.76,-0.7895,11.50,3.89,4.82,0.2368,0.2368,0.5263,0.16,0.34,0.50,0.13
2016,Bundesliga,Ingolstadt,34,8,8,18,8,14,12,6,36,57,-21,0.94,1.06,1.31,0.81,1.68,-0.6176,13.38,4.76,4.65,0.2353,0.2353,0.5294,0.24,0.41,0.35,0.18
2018,Bundesliga,Augsburg,34,8,8,18,11,12,11,6,51,71,-20,0.94,1.50,1.4,1.07,2.09,-0.5882,13.35,4.85,4.18,0.2353,0.2353,0.5294,0.32,0.35,0.32,0.18
2014,"Premier League",Hull,38,8,11,19,8,20,10,3,33,51,-18,0.92,0.87,0.86,1.01,1.34,-0.4737,11.29,3.45,4.45,0.2105,0.2895,0.5000,0.21,0.53,0.26,0.08
2019,"Premier League","Aston Villa",38,9,8,21,11,14,13,6,41,67,-26,0.92,1.08,1.19,0.91,1.76,-0.6842,12.05,3.89,5.26,0.2368,0.2105,0.5526,0.29,0.37,0.34,0.16
2017,"Serie A",Crotone,38,9,8,21,8,11,19,7,40,66,-26,0.92,1.05,0.87,1.2,1.74,-0.6842,9.97,3.53,3.55,0.2368,0.2105,0.5526,0.21,0.29,0.50,0.18
2019,"Serie A",Lecce,38,9,8,21,7,16,15,5,52,85,-33,0.92,1.37,1.41,0.97,2.24,-0.8684,13.84,4.82,4.79,0.2368,0.2105,0.5526,0.18,0.42,0.39,0.13
2016,"La Liga",Leganes,38,8,11,19,5,19,14,3,36,55,-19,0.92,0.95,0.87,1.08,1.45,-0.5000,10.74,3.47,4.03,0.2105,0.2895,0.5000,0.13,0.50,0.37,0.08
2014,"La Liga","Deportivo La Coruna",38,7,14,17,7,17,14,5,35,60,-25,0.92,0.92,1,0.92,1.58,-0.6579,10.50,3.45,4.47,0.1842,0.3684,0.4474,0.18,0.45,0.37,0.13
2014,"La Liga",Granada,38,7,14,17,8,16,14,2,29,64,-35,0.92,0.76,0.98,0.78,1.68,-0.9211,10.55,3.34,5.16,0.1842,0.3684,0.4474,0.21,0.42,0.37,0.05
2014,"La Liga",Eibar,38,9,8,21,10,12,16,8,34,55,-21,0.92,0.89,0.78,1.15,1.45,-0.5526,9.32,3.18,4.05,0.2368,0.2105,0.5526,0.26,0.32,0.42,0.21
2016,"Ligue 1","SC Bastia",37,8,10,19,5,24,8,3,29,54,-25,0.92,0.78,0.87,0.9,1.46,-0.6757,10.27,3.22,4.43,0.2162,0.2703,0.5135,0.14,0.65,0.22,0.08
2016,"Ligue 1",Nancy,38,9,8,21,9,20,9,6,29,52,-23,0.92,0.76,0.86,0.89,1.37,-0.6053,9.92,2.87,4.34,0.2368,0.2105,0.5526,0.24,0.53,0.24,0.16
2020,"Ligue 1",Nimes,38,9,8,21,4,15,19,3,40,71,-31,0.92,1.05,1.09,0.97,1.87,-0.8158,10.26,3.68,4.24,0.2368,0.2105,0.5526,0.11,0.39,0.50,0.08
2014,Bundesliga,Paderborn,34,7,10,17,2,18,14,1,31,65,-34,0.91,0.91,1.06,0.86,1.91,-1.0000,13.41,4.09,5.18,0.2059,0.2941,0.5000,0.06,0.53,0.41,0.03
2017,Bundesliga,"Hamburger SV",34,8,7,19,6,15,13,5,29,53,-24,0.91,0.85,1.06,0.8,1.56,-0.7059,11.62,4.06,5.97,0.2353,0.2059,0.5588,0.18,0.44,0.38,0.15
2019,Bundesliga,"Werder Bremen",34,8,7,19,11,11,12,6,42,69,-27,0.91,1.24,1.11,1.11,2.03,-0.7941,12.47,4.12,4.71,0.2353,0.2059,0.5588,0.32,0.32,0.35,0.18
2020,Bundesliga,"Werder Bremen",34,7,10,17,4,16,14,3,36,57,-21,0.91,1.06,0.96,1.11,1.68,-0.6176,10.59,3.71,3.44,0.2059,0.2941,0.5000,0.12,0.47,0.41,0.09
2015,"Premier League",Norwich,38,9,7,22,7,18,13,6,39,67,-28,0.89,1.03,1.03,1,1.76,-0.7368,11.00,3.39,4.95,0.2368,0.1842,0.5789,0.18,0.47,0.34,0.16
2016,"Premier League",Hull,38,9,7,22,5,17,16,3,37,80,-43,0.89,0.97,0.89,1.09,2.11,-1.1316,10.45,3.32,4.71,0.2368,0.1842,0.5789,0.13,0.45,0.42,0.08
2018,"Premier League",Cardiff,38,10,4,24,4,18,16,4,34,69,-35,0.89,0.89,1.1,0.81,1.82,-0.9211,10.97,3.32,4.42,0.2632,0.1053,0.6316,0.11,0.47,0.42,0.11
2019,"Premier League",Bournemouth,38,9,7,22,7,13,18,6,40,65,-25,0.89,1.05,1.18,0.9,1.71,-0.6579,10.18,3.18,5.11,0.2368,0.1842,0.5789,0.18,0.34,0.47,0.16
2019,"Premier League",Watford,38,8,10,20,8,15,15,4,36,64,-28,0.89,0.95,1.28,0.74,1.68,-0.7368,11.11,3.21,4.39,0.2105,0.2632,0.5263,0.21,0.39,0.39,0.11
2016,"Serie A",Crotone,38,9,7,22,11,16,11,5,34,58,-24,0.89,0.89,0.9,1,1.53,-0.6316,10.66,3.42,4.11,0.2368,0.1842,0.5789,0.29,0.42,0.29,0.13
2014,"Serie A",Cagliari,38,8,10,20,10,9,19,7,48,68,-20,0.89,1.26,1.42,0.89,1.79,-0.5263,13.03,4.71,5.29,0.2105,0.2632,0.5263,0.26,0.24,0.50,0.18
2020,"La Liga","SD Huesca",38,7,13,18,7,19,12,4,34,53,-19,0.89,0.89,1,0.9,1.39,-0.5000,10.63,3.55,4.11,0.1842,0.3421,0.4737,0.18,0.50,0.32,0.11
2018,"Ligue 1",Dijon,38,9,7,22,8,15,15,6,31,60,-29,0.89,0.82,0.95,0.86,1.58,-0.7632,11.87,3.79,4.42,0.2368,0.1842,0.5789,0.21,0.39,0.39,0.16
2019,Bundesliga,"Fortuna Duesseldorf",34,6,12,16,9,13,12,4,36,67,-31,0.88,1.06,1.05,1.01,1.97,-0.9118,12.59,3.50,4.35,0.1765,0.3529,0.4706,0.26,0.38,0.35,0.12
2014,"Premier League",Burnley,38,7,12,19,6,15,17,3,28,53,-25,0.87,0.74,1.04,0.71,1.39,-0.6579,11.32,3.29,4.47,0.1842,0.3158,0.5000,0.16,0.39,0.45,0.08
2017,"Premier League",Swansea,38,8,9,21,5,15,18,4,28,56,-28,0.87,0.74,0.78,0.94,1.47,-0.7368,8.76,2.71,3.95,0.2105,0.2368,0.5526,0.13,0.39,0.47,0.11
2017,"Premier League",Stoke,38,7,12,19,10,15,13,5,35,68,-33,0.87,0.92,0.97,0.95,1.79,-0.8684,10.05,3.45,3.58,0.1842,0.3158,0.5000,0.26,0.39,0.34,0.13
2020,"Serie A",Benevento,38,7,12,19,7,11,20,2,40,75,-35,0.87,1.05,1.02,1.03,1.97,-0.9211,11.00,3.55,4.45,0.1842,0.3158,0.5000,0.18,0.29,0.53,0.05
2018,"La Liga","SD Huesca",38,7,12,19,6,14,18,4,43,65,-22,0.87,1.13,1.35,0.84,1.71,-0.5789,12.45,3.92,4.45,0.1842,0.3158,0.5000,0.16,0.37,0.47,0.11
2019,"La Liga",Mallorca,38,9,6,23,10,13,15,8,40,65,-25,0.87,1.05,1.06,0.99,1.71,-0.6579,11.05,3.39,4.50,0.2368,0.1579,0.6053,0.26,0.34,0.39,0.21
2017,"Ligue 1",Troyes,38,9,6,23,7,18,13,4,32,59,-27,0.87,0.84,0.98,0.86,1.55,-0.7105,9.45,3.26,4.34,0.2368,0.1579,0.6053,0.18,0.47,0.34,0.11
2018,"Ligue 1",Caen,38,7,12,19,8,22,8,4,29,54,-25,0.87,0.76,0.71,1.08,1.42,-0.6579,8.82,2.55,3.34,0.1842,0.3158,0.5000,0.21,0.58,0.21,0.11
2015,"La Liga",Levante,38,8,8,22,5,17,16,3,37,70,-33,0.84,0.97,1.03,0.94,1.84,-0.8684,11.37,3.74,4.34,0.2105,0.2105,0.5789,0.13,0.45,0.42,0.08
2014,"La Liga",Almeria,38,8,8,22,9,14,15,6,35,64,-29,0.84,0.92,1.02,0.91,1.68,-0.7632,10.37,3.13,5.03,0.2105,0.2105,0.5789,0.24,0.37,0.39,0.16
2018,"La Liga","Rayo Vallecano",38,8,8,22,13,13,12,5,41,70,-29,0.84,1.08,1.24,0.87,1.84,-0.7632,12.05,4.00,4.89,0.2105,0.2105,0.5789,0.34,0.34,0.32,0.13
2016,"Serie A",Empoli,38,8,8,22,5,20,13,5,29,61,-32,0.84,0.76,0.92,0.83,1.61,-0.8421,9.61,3.32,4.50,0.2105,0.2105,0.5789,0.13,0.53,0.34,0.13
2017,"Premier League","West Bromwich Albion",38,6,13,19,8,18,12,3,31,56,-25,0.82,0.82,0.93,0.88,1.47,-0.6579,9.79,3.00,4.63,0.1579,0.3421,0.5000,0.21,0.47,0.32,0.08
2015,"Serie A",Frosinone,38,8,7,23,9,16,13,4,35,76,-41,0.82,0.92,0.89,1.03,2.00,-1.0789,12.84,3.32,4.47,0.2105,0.1842,0.6053,0.24,0.42,0.34,0.11
2018,Bundesliga,"VfB Stuttgart",34,7,7,20,4,14,16,4,32,70,-38,0.82,0.94,1.1,0.86,2.06,-1.1176,12.00,3.38,5.00,0.2059,0.2059,0.5882,0.12,0.41,0.47,0.12
2016,"La Liga","Sporting Gijon",38,7,10,21,5,20,13,3,42,72,-30,0.82,1.11,0.96,1.16,1.89,-0.7895,9.87,3.55,4.66,0.1842,0.2632,0.5526,0.13,0.53,0.34,0.08
2020,"La Liga","Real Valladolid",38,5,16,17,10,16,12,4,34,57,-23,0.82,0.89,1,0.9,1.50,-0.6053,9.66,3.13,3.82,0.1316,0.4211,0.4474,0.26,0.42,0.32,0.11
2019,"Ligue 1",Amiens,28,4,11,13,7,11,10,3,31,50,-19,0.82,1.11,0.91,1.21,1.79,-0.6786,8.39,2.96,3.86,0.1429,0.3929,0.4643,0.25,0.39,0.36,0.11
2020,"La Liga",Eibar,38,6,12,20,3,17,18,2,29,52,-23,0.79,0.76,1.12,0.68,1.37,-0.6053,11.89,3.58,5.21,0.1579,0.3158,0.5263,0.08,0.45,0.47,0.05
2014,"Ligue 1",Metz,38,7,9,22,6,18,14,4,31,61,-30,0.79,0.82,0.99,0.83,1.61,-0.7895,11.84,4.00,4.05,0.1842,0.2368,0.5789,0.16,0.47,0.37,0.11
2014,"Premier League","Queens Park Rangers",38,8,6,24,6,15,17,5,42,73,-31,0.79,1.11,1.2,0.92,1.92,-0.8158,14.08,3.95,4.71,0.2105,0.1579,0.6316,0.16,0.39,0.45,0.13
2017,"La Liga","Deportivo La Coruna",38,6,11,21,5,15,18,3,38,76,-38,0.76,1.00,1.31,0.76,2.00,-1.0000,12.21,3.66,5.34,0.1579,0.2895,0.5526,0.13,0.39,0.47,0.08
2014,"Ligue 1",Lens,38,7,8,23,5,20,13,4,32,61,-29,0.76,0.84,1.01,0.83,1.61,-0.7632,10.55,3.32,4.11,0.1842,0.2105,0.6053,0.13,0.53,0.34,0.11
2016,"Premier League",Middlesbrough,38,5,13,20,6,17,15,4,27,53,-26,0.74,0.71,0.81,0.87,1.39,-0.6842,9.21,2.63,3.71,0.1316,0.3421,0.5263,0.16,0.45,0.39,0.11
2020,"Premier League",Fulham,38,5,13,20,6,18,14,3,27,53,-26,0.74,0.71,1.08,0.66,1.39,-0.6842,11.63,3.55,4.32,0.1316,0.3421,0.5263,0.16,0.47,0.37,0.08
2015,"Serie A",Verona,38,5,13,20,6,16,16,3,34,63,-29,0.74,0.89,1.06,0.85,1.66,-0.7632,11.95,3.76,5.50,0.1316,0.3421,0.5263,0.16,0.42,0.42,0.08
2015,Bundesliga,"Hannover 96",34,7,4,23,3,9,22,3,31,62,-31,0.74,0.91,0.95,0.96,1.82,-0.9118,11.21,3.68,4.44,0.2059,0.1176,0.6765,0.09,0.26,0.65,0.09
2016,Bundesliga,Darmstadt,34,7,4,23,6,17,11,4,28,63,-35,0.74,0.82,1,0.83,1.85,-1.0294,10.00,2.82,3.76,0.2059,0.1176,0.6765,0.18,0.50,0.32,0.12
2018,"Ligue 1",Guingamp,38,5,12,21,7,14,17,2,28,68,-40,0.71,0.74,1.04,0.71,1.79,-1.0526,10.92,3.03,5.11,0.1316,0.3158,0.5526,0.18,0.37,0.45,0.05
2017,"Ligue 1",Metz,38,6,8,24,5,17,16,1,34,76,-42,0.68,0.89,0.96,0.93,2.00,-1.1053,11.29,4.24,4.55,0.1579,0.2105,0.6316,0.13,0.45,0.42,0.03
2018,"Premier League",Fulham,38,7,5,26,5,11,22,2,34,81,-47,0.68,0.89,1.12,0.8,2.13,-1.2368,11.95,3.84,4.24,0.1842,0.1316,0.6842,0.13,0.29,0.58,0.05
2020,"Premier League","West Bromwich Albion",38,5,11,22,6,14,18,4,35,76,-41,0.68,0.92,0.92,1,2.00,-1.0789,8.92,2.95,3.82,0.1316,0.2895,0.5789,0.16,0.37,0.47,0.11
2016,"Serie A",Palermo,38,6,8,24,8,15,15,3,33,77,-44,0.68,0.87,0.76,1.14,2.03,-1.1579,10.11,3.11,4.26,0.1579,0.2105,0.6316,0.21,0.39,0.39,0.08
2014,"Serie A","Parma Calcio 1913",38,6,8,24,5,15,18,3,33,75,-42,0.68,0.87,0.84,1.04,1.97,-1.1053,11.00,2.89,4.00,0.1579,0.2105,0.6316,0.13,0.39,0.47,0.08
2017,"Serie A",Verona,38,7,4,27,6,12,20,5,30,78,-48,0.66,0.79,0.89,0.89,2.05,-1.2632,9.45,2.58,3.76,0.1842,0.1053,0.7105,0.16,0.32,0.53,0.13
2018,"Serie A",Frosinone,38,5,10,23,7,12,19,4,29,69,-40,0.66,0.76,0.95,0.8,1.82,-1.0526,11.97,3.29,4.21,0.1316,0.2632,0.6053,0.18,0.32,0.50,0.11
2019,"Serie A",Brescia,38,6,7,25,6,17,15,1,35,79,-44,0.66,0.92,1.14,0.81,2.08,-1.1579,11.03,3.79,4.21,0.1579,0.1842,0.6579,0.16,0.45,0.39,0.03
2019,"La Liga",Espanyol,38,5,10,23,9,16,13,3,27,58,-31,0.66,0.71,0.97,0.73,1.53,-0.8158,10.79,3.26,4.08,0.1316,0.2632,0.6053,0.24,0.42,0.34,0.08
2017,Bundesliga,"FC Cologne",34,5,7,22,9,7,18,3,35,70,-35,0.65,1.03,1.22,0.84,2.06,-1.0294,11.32,3.41,5.09,0.1471,0.2059,0.6471,0.26,0.21,0.53,0.09
2016,"Premier League",Sunderland,38,6,6,26,3,19,16,2,29,69,-40,0.63,0.76,0.9,0.85,1.82,-1.0526,10.18,3.13,4.21,0.1579,0.1579,0.6842,0.08,0.50,0.42,0.05
2014,"Serie A",Cesena,38,4,12,22,7,13,18,2,36,73,-37,0.63,0.95,0.91,1.04,1.92,-0.9737,9.47,3.03,3.47,0.1053,0.3158,0.5789,0.18,0.34,0.47,0.05
2018,Bundesliga,"Hannover 96",34,5,6,23,6,13,15,4,31,71,-40,0.62,0.91,1.02,0.89,2.09,-1.1765,11.21,3.50,4.21,0.1471,0.1765,0.6765,0.18,0.38,0.44,0.12
2020,"Premier League","Sheffield United",38,7,2,29,5,14,19,5,20,63,-43,0.61,0.53,0.87,0.6,1.66,-1.1316,8.58,2.66,4.50,0.1842,0.0526,0.7632,0.13,0.37,0.50,0.13
